Time_s,Lap_ID,Setup_Type,Speed_kmh,Engine_RPM,Gear,Throttle_Pos,Glicko_Volatility,Rear_Wheel_Slip
3.3842,1,BASELINE,153.4543,12576.3454,3,100.0000,0.3029,8.8593
3.3942,1,BASELINE,153.6421,12591.3642,3,97.2248,0.2055,10.9054
3.4043,1,BASELINE,153.8298,12606.3830,3,100.0000,0.3230,7.9666
3.4143,1,BASELINE,154.0175,12621.4018,3,89.2942,0.3641,5.3803
3.4243,1,BASELINE,154.2053,12636.4205,3,100.0000,0.1814,6.5173
3.4343,1,BASELINE,154.3930,12651.4393,3,100.0000,0.3031,11.1610
3.4443,1,BASELINE,154.5807,12666.4581,3,100.0000,0.1900,7.3415
3.4543,1,BASELINE,154.7685,12681.4768,3,98.6773,0.1765,8.3496
3.4643,1,BASELINE,154.9562,12696.4956,3,100.0000,0.1997,9.1147
3.4743,1,BASELINE,155.1439,12711.5144,3,98.1389,0.1872,13.8893
3.4844,1,BASELINE,155.3317,12726.5332,3,93.5993,0.2780,12.6675
3.4944,1,BASELINE,155.5194,12741.5519,3,100.0000,0.1783,9.8215
3.5044,1,BASELINE,155.7071,12756.5707,3,86.2981,0.4240,8.1373
3.5144,1,BASELINE,155.8949,12771.5895,3,98.6941,0.1761,10.2145
3.5244,1,BASELINE,156.0826,12786.6083,3,92.8563,0.2929,12.0761
3.5344,1,BASELINE,156.2703,12801.6270,3,80.8924,0.5322,10.5736
3.5444,1,BASELINE,156.4581,12816.6458,3,100.0000,0.2372,9.9786
3.5544,1,BASELINE,156.6458,12831.6646,3,99.6408,0.1572,10.5260
3.5645,1,BASELINE,156.8335,12846.6834,3,100.0000,0.3096,12.8096
3.5745,1,BASELINE,157.0213,12861.7021,3,91.2580,0.3248,12.4209
3.5845,1,BASELINE,157.2090,12876.7209,3,97.1071,0.2079,9.5475
3.5945,1,BASELINE,157.3967,12891.7397,3,100.0000,0.6124,10.5577
3.6045,1,BASELINE,157.5845,12906.7584,3,81.6814,0.5164,10.6172
3.6145,1,BASELINE,157.7722,12921.7772,3,100.0000,0.4626,10.4978
3.6245,1,BASELINE,157.9599,12936.7960,3,100.0000,0.4129,8.7670
3.6345,1,BASELINE,158.1477,12951.8148,3,100.0000,0.2535,10.9152
3.6446,1,BASELINE,158.3354,12966.8335,3,97.3333,0.2033,11.1726
3.6546,1,BASELINE,158.5232,12981.8523,3,100.0000,0.3942,11.0021
3.6646,1,BASELINE,158.7109,12996.8711,3,100.0000,0.1749,8.4416
3.6746,1,BASELINE,158.8986,13011.8899,3,100.0000,0.3654,7.7463
3.6846,1,BASELINE,159.0864,13026.9086,3,88.7007,0.3760,8.4536
3.6946,1,BASELINE,159.2741,13041.9274,3,100.0000,0.2985,10.7050
3.7046,1,BASELINE,159.4618,13056.9462,3,100.0000,0.1948,8.0445
3.7146,1,BASELINE,159.6496,13071.9650,3,93.6228,0.2775,11.7553
3.7247,1,BASELINE,159.8373,13086.9837,3,97.4413,0.2012,9.4554
3.7347,1,BASELINE,160.0250,13102.0025,3,95.7289,0.2354,11.5211
3.7447,1,BASELINE,160.2128,13117.0213,3,99.1757,0.1665,13.2006
3.7547,1,BASELINE,160.4005,13132.0401,3,100.0000,0.2449,10.9963
3.7647,1,BASELINE,160.5882,13147.0588,3,100.0000,0.2615,11.1737
3.7747,1,BASELINE,160.7760,13162.0776,3,100.0000,0.3703,9.3156
3.7847,1,BASELINE,160.9637,13177.0964,3,99.9299,0.1514,8.7966
3.7947,1,BASELINE,161.1514,13192.1151,3,95.4670,0.2407,10.2744
3.8048,1,BASELINE,161.3392,13207.1339,3,100.0000,0.3269,9.0424
3.8148,1,BASELINE,161.5269,13222.1527,3,92.9696,0.2906,11.3705
3.8248,1,BASELINE,161.7146,13237.1715,3,88.8509,0.3730,11.2910
3.8348,1,BASELINE,161.9024,13252.1902,3,95.9479,0.2310,9.9713
3.8448,1,BASELINE,162.0901,13267.2090,3,97.7315,0.1954,11.1780
3.8548,1,BASELINE,162.2778,13282.2278,3,85.8295,0.4334,10.7066
3.8648,1,BASELINE,162.4656,13297.2466,3,91.9518,0.3110,8.7537
3.8748,1,BASELINE,162.6533,13312.2653,3,100.0000,0.1562,13.6873
3.8849,1,BASELINE,162.8411,13327.2841,3,100.0000,0.1851,14.5218
3.8949,1,BASELINE,163.0288,13342.3029,3,100.0000,0.6933,13.6483
3.9049,1,BASELINE,163.2165,13357.3217,3,100.0000,0.4480,11.2950
3.9149,1,BASELINE,163.4043,13372.3404,3,90.7362,0.3353,13.5725
3.9249,1,BASELINE,163.5920,13387.3592,3,100.0000,0.2265,10.0060
3.9349,1,BASELINE,163.7797,13402.3780,3,88.8626,0.3727,3.6956
3.9449,1,BASELINE,163.9675,13417.3967,3,100.0000,0.5675,13.6592
3.9549,1,BASELINE,164.1552,13432.4155,3,100.0000,0.3731,8.2296
3.9650,1,BASELINE,164.3429,13447.4343,3,95.7519,0.2350,9.7838
3.9750,1,BASELINE,164.5307,13462.4531,3,100.0000,0.2288,10.0419
3.9850,1,BASELINE,164.7184,13477.4718,3,91.2928,0.3241,10.0289
3.9950,1,BASELINE,164.9061,13492.4906,3,97.0476,0.2090,9.3411
4.0050,1,BASELINE,165.0939,13507.5094,3,98.5005,0.1800,8.7340
4.0150,1,BASELINE,165.2816,13522.5282,3,94.6305,0.2574,7.8574
4.0250,1,BASELINE,165.4693,13537.5469,3,86.2625,0.4247,12.0884
4.0350,1,BASELINE,165.6571,13552.5657,3,90.1834,0.3463,9.0056
4.0451,1,BASELINE,165.8448,13567.5845,3,100.0000,0.3946,11.5923
4.0551,1,BASELINE,166.0325,13582.6033,3,100.0000,0.3056,10.2639
4.0651,1,BASELINE,166.2203,13597.6220,3,99.1999,0.1660,12.0992
4.0751,1,BASELINE,166.4080,13612.6408,3,91.1074,0.3279,11.4996
4.0851,1,BASELINE,166.5957,13627.6596,3,100.0000,0.1503,9.0198
4.0951,1,BASELINE,166.7835,13642.6783,3,99.7439,0.1551,7.2197
4.1051,1,BASELINE,166.9712,13657.6971,3,100.0000,0.3164,14.0801
4.1151,1,BASELINE,167.1589,13672.7159,3,100.0000,0.2648,7.7345
4.1252,1,BASELINE,167.3467,13687.7347,3,100.0000,0.3603,9.0259
4.1352,1,BASELINE,167.5344,13702.7534,3,99.8363,0.1533,10.2236
4.1452,1,BASELINE,167.7222,13717.7722,3,100.0000,0.3397,9.8221
4.1552,1,BASELINE,167.9099,13732.7910,3,100.0000,0.4231,10.9961
4.1652,1,BASELINE,168.0976,13747.8098,3,84.8925,0.4521,8.9126
4.1752,1,BASELINE,168.2854,13762.8285,3,100.0000,0.2153,11.1327
4.1852,1,BASELINE,168.4731,13777.8473,3,96.9475,0.2111,9.3177
4.1952,1,BASELINE,168.6608,13792.8661,3,100.0000,0.1816,6.8503
4.2053,1,BASELINE,168.8486,13807.8849,3,94.5329,0.2593,10.1686
4.2153,1,BASELINE,169.0363,13822.9036,3,98.7774,0.1745,6.3082
4.2253,1,BASELINE,169.2240,13837.9224,3,92.0344,0.3093,11.5203
4.2353,1,BASELINE,169.4118,13852.9412,3,100.0000,0.2817,11.3020
4.2453,1,BASELINE,169.5995,13867.9599,3,100.0000,0.2962,6.9007
4.2553,1,BASELINE,169.7872,13882.9787,3,100.0000,0.3612,6.4693
4.2653,1,BASELINE,169.9750,13897.9975,3,100.0000,0.3650,12.1683
4.2753,1,BASELINE,170.1627,13913.0163,3,91.9713,0.3106,8.4544
4.2854,1,BASELINE,170.3504,13928.0350,3,100.0000,0.2211,12.6110
4.2954,1,BASELINE,170.5382,13943.0538,3,100.0000,0.2757,12.8470
4.3054,1,BASELINE,170.7259,13958.0726,3,100.0000,0.2749,10.9298
4.3154,1,BASELINE,170.9136,13973.0914,3,93.9104,0.2718,11.7255
4.3254,1,BASELINE,171.1014,13988.1101,3,100.0000,0.2373,11.1909
4.3354,1,BASELINE,171.2891,14003.1289,3,100.0000,0.5036,11.2291
4.3454,1,BASELINE,171.4768,14018.1477,3,100.0000,0.3657,8.4281
4.3554,1,BASELINE,171.6646,14033.1665,3,95.7558,0.2349,8.8379
4.3655,1,BASELINE,171.8523,14048.1852,3,95.5997,0.2380,12.3346
4.3755,1,BASELINE,172.0401,14063.2040,3,100.0000,0.2196,10.3146
4.3855,1,BASELINE,172.2278,14078.2228,3,100.0000,0.4134,7.6144
4.3955,1,BASELINE,172.4155,14093.2416,3,83.4795,0.4804,13.0857
4.4055,1,BASELINE,172.6033,14108.2603,3,95.7831,0.2343,10.3797
4.4155,1,BASELINE,172.7910,14123.2791,3,100.0000,0.5856,7.5575
4.4255,1,BASELINE,172.9787,14138.2979,3,100.0000,0.2724,8.8653
4.4355,1,BASELINE,173.1665,14153.3166,3,100.0000,0.1862,11.1372
4.4456,1,BASELINE,173.3542,14168.3354,3,88.7376,0.3752,10.2881
4.4556,1,BASELINE,173.5419,14183.3542,3,91.8446,0.3131,5.5313
4.4656,1,BASELINE,173.7297,14198.3730,3,97.9535,0.1909,13.6023
4.4756,1,BASELINE,173.9174,14213.3917,3,100.0000,0.4417,8.3473
4.4856,1,BASELINE,174.1051,14228.4105,3,100.0000,0.2984,11.0318
4.4956,1,BASELINE,174.2929,14243.4293,3,97.7937,0.1941,8.1875
4.5056,1,BASELINE,174.4806,11006.7584,4,100.0000,0.2263,9.7615
4.5156,1,BASELINE,174.6683,11018.7735,4,100.0000,0.1779,8.2940
4.5257,1,BASELINE,174.8561,11030.7885,4,86.7412,0.4152,10.4509
4.5357,1,BASELINE,175.0438,11042.8035,4,96.4811,0.2204,8.1711
4.5457,1,BASELINE,175.2315,11054.8185,4,100.0000,0.1857,8.9562
4.5557,1,BASELINE,175.4193,11066.8335,4,78.3121,0.5838,10.9562
4.5657,1,BASELINE,175.6070,11078.8486,4,90.0637,0.3487,9.8392
4.5757,1,BASELINE,175.7947,11090.8636,4,88.9580,0.3708,10.2646
4.5857,1,BASELINE,175.9825,11102.8786,4,95.5903,0.2382,7.7232
4.5957,1,BASELINE,176.1702,11114.8936,4,100.0000,0.2200,8.6126
4.6058,1,BASELINE,176.3579,11126.9086,4,100.0000,0.2055,15.3169
4.6158,1,BASELINE,176.5457,11138.9237,4,100.0000,0.2055,13.9938
4.6258,1,BASELINE,176.7334,11150.9387,4,100.0000,0.4303,11.5249
4.6358,1,BASELINE,176.9212,11162.9537,4,90.4157,0.3417,7.6110
4.6458,1,BASELINE,177.1089,11174.9687,4,100.0000,0.5908,12.5328
4.6558,1,BASELINE,177.2966,11186.9837,4,100.0000,0.1732,8.6711
4.6658,1,BASELINE,177.4844,11198.9987,4,88.1885,0.3862,13.5385
4.6758,1,BASELINE,177.6721,11211.0138,4,94.0474,0.2691,7.2949
4.6859,1,BASELINE,177.8598,11223.0288,4,82.2740,0.5045,14.3771
4.6959,1,BASELINE,178.0476,11235.0438,4,100.0000,0.2302,10.1074
4.7059,1,BASELINE,178.2353,11247.0588,4,100.0000,0.3313,7.1729
4.7159,1,BASELINE,178.4230,11259.0738,4,98.8751,0.1725,13.6810
4.7259,1,BASELINE,178.6108,11271.0889,4,100.0000,0.1827,11.9031
4.7359,1,BASELINE,178.7985,11283.1039,4,86.9443,0.4111,9.3558
4.7459,1,BASELINE,178.9862,11295.1189,4,96.1505,0.2270,10.8115
4.7559,1,BASELINE,179.1740,11307.1339,4,100.0000,0.2412,10.0458
4.7660,1,BASELINE,179.3617,11319.1489,4,100.0000,0.1989,13.1101
4.7760,1,BASELINE,179.5494,11331.1640,4,80.7942,0.5341,11.2600
4.7860,1,BASELINE,179.7372,11343.1790,4,92.4701,0.3006,11.4479
4.7960,1,BASELINE,179.9249,11355.1940,4,100.0000,0.2642,9.0926
4.8060,1,BASELINE,180.1126,11367.2090,4,100.0000,0.3757,8.1622
4.8160,1,BASELINE,180.3004,11379.2240,4,92.3740,0.3025,8.0766
4.8260,1,BASELINE,180.4881,11391.2390,4,100.0000,0.2164,11.8091
4.8360,1,BASELINE,180.6758,11403.2541,4,100.0000,0.4443,9.3608
4.8461,1,BASELINE,180.8636,11415.2691,4,100.0000,0.2196,9.7355
4.8561,1,BASELINE,181.0513,11427.2841,4,94.3081,0.2638,8.1909
4.8661,1,BASELINE,181.2390,11439.2991,4,100.0000,0.3215,12.2887
4.8761,1,BASELINE,181.4268,11451.3141,4,77.7072,0.5959,9.9094
4.8861,1,BASELINE,181.6145,11463.3292,4,100.0000,0.1805,9.7813
4.8961,1,BASELINE,181.8023,11475.3442,4,81.7523,0.5150,10.1697
4.9061,1,BASELINE,181.9900,11487.3592,4,84.5344,0.4593,11.0319
4.9161,1,BASELINE,182.1777,11499.3742,4,78.5010,0.5800,7.4809
4.9262,1,BASELINE,182.3655,11511.3892,4,100.0000,0.2182,8.4602
4.9362,1,BASELINE,182.5532,11523.4043,4,100.0000,0.2011,5.5257
4.9462,1,BASELINE,182.7409,11535.4193,4,97.9428,0.1911,10.2558
4.9562,1,BASELINE,182.9287,11547.4343,4,84.9295,0.4514,11.2309
4.9662,1,BASELINE,183.1164,11559.4493,4,83.5492,0.4790,9.1525
4.9762,1,BASELINE,183.3041,11571.4643,4,92.4417,0.3012,8.8770
4.9862,1,BASELINE,183.4919,11583.4793,4,80.5554,0.5389,7.6020
4.9962,1,BASELINE,183.6796,11595.4944,4,100.0000,0.3094,6.2043
5.0063,1,BASELINE,183.8673,11607.5094,4,96.5484,0.2190,12.1628
5.0163,1,BASELINE,184.0551,11619.5244,4,100.0000,0.7605,12.5810
5.0263,1,BASELINE,184.2428,11631.5394,4,100.0000,0.1552,10.8583
5.0363,1,BASELINE,184.4305,11643.5544,4,93.7656,0.2747,11.4965
5.0463,1,BASELINE,184.6183,11655.5695,4,100.0000,0.3446,8.2347
5.0563,1,BASELINE,184.8060,11667.5845,4,94.1924,0.2662,10.2608
5.0663,1,BASELINE,184.9937,11679.5995,4,100.0000,0.2406,12.7685
5.0763,1,BASELINE,185.1815,11691.6145,4,85.9698,0.4306,12.0989
5.0864,1,BASELINE,185.3692,11703.6295,4,100.0000,0.5159,10.4440
5.0964,1,BASELINE,185.5569,11715.6446,4,100.0000,0.2175,14.5387
5.1064,1,BASELINE,185.7447,11727.6596,4,97.0751,0.2085,12.3941
5.1164,1,BASELINE,185.9324,11739.6746,4,100.0000,0.1912,11.0416
5.1264,1,BASELINE,186.1202,11751.6896,4,91.6147,0.3177,9.8784
5.1364,1,BASELINE,186.3079,11763.7046,4,89.2363,0.3653,10.4790
5.1464,1,BASELINE,186.4956,11775.7196,4,100.0000,0.3165,11.3745
5.1564,1,BASELINE,186.6834,11787.7347,4,100.0000,0.4795,12.7592
5.1665,1,BASELINE,186.8711,11799.7497,4,100.0000,0.3547,13.1323
5.1765,1,BASELINE,187.0588,11811.7647,4,100.0000,0.3417,11.9244
5.1865,1,BASELINE,187.2466,11823.7797,4,100.0000,0.2179,9.0367
5.1965,1,BASELINE,187.4343,11835.7947,4,98.0525,0.1890,13.3619
5.2065,1,BASELINE,187.6220,11847.8098,4,87.0540,0.4089,12.8696
5.2165,1,BASELINE,187.8098,11859.8248,4,100.0000,0.3911,8.7589
5.2265,1,BASELINE,187.9975,11871.8398,4,94.9303,0.2514,7.0707
5.2365,1,BASELINE,188.1852,11883.8548,4,85.1649,0.4467,9.6495
5.2466,1,BASELINE,188.3730,11895.8698,4,99.7515,0.1550,8.9237
5.2566,1,BASELINE,188.5607,11907.8849,4,100.0000,0.2915,9.1161
5.2666,1,BASELINE,188.7484,11919.8999,4,100.0000,0.4723,9.6590
5.2766,1,BASELINE,188.9362,11931.9149,4,100.0000,0.1577,11.5352
5.2866,1,BASELINE,189.1239,11943.9299,4,100.0000,0.5201,10.5916
5.2966,1,BASELINE,189.3116,11955.9449,4,100.0000,0.2736,8.1277
5.3066,1,BASELINE,189.4994,11967.9599,4,100.0000,0.1721,10.2167
5.3166,1,BASELINE,189.6871,11979.9750,4,100.0000,0.1658,13.1197
5.3267,1,BASELINE,189.8748,11991.9900,4,100.0000,0.1579,9.1390
5.3367,1,BASELINE,190.0626,12004.0050,4,89.9319,0.3514,12.1146
5.3467,1,BASELINE,190.2503,12016.0200,4,82.8883,0.4922,9.1498
5.3567,1,BASELINE,190.4380,12028.0350,4,76.0520,0.6290,8.6238
5.3667,1,BASELINE,190.6258,12040.0501,4,88.4295,0.3814,9.3619
5.3767,1,BASELINE,190.8135,12052.0651,4,97.8317,0.1934,10.0575
5.3867,1,BASELINE,191.0013,12064.0801,4,88.6173,0.3777,7.8869
5.3967,1,BASELINE,191.1890,12076.0951,4,100.0000,0.2162,7.6014
5.4068,1,BASELINE,191.3767,12088.1101,4,99.8827,0.1523,13.0236
5.4168,1,BASELINE,191.5645,12100.1252,4,100.0000,0.3009,12.5510
5.4268,1,BASELINE,191.7522,12112.1402,4,84.4772,0.4605,14.8791
5.4368,1,BASELINE,191.9399,12124.1552,4,89.1180,0.3676,10.1212
5.4468,1,BASELINE,192.1277,12136.1702,4,100.0000,0.4211,9.5718
5.4568,1,BASELINE,192.3154,12148.1852,4,92.5233,0.2995,5.1910
5.4668,1,BASELINE,192.5031,12160.2003,4,100.0000,0.4168,8.6242
5.4768,1,BASELINE,192.6909,12172.2153,4,97.1975,0.2060,11.5847
5.4869,1,BASELINE,192.8786,12184.2303,4,100.0000,0.3553,10.4284
5.4969,1,BASELINE,193.0663,12196.2453,4,87.7643,0.3947,11.0720
5.5069,1,BASELINE,193.2541,12208.2603,4,100.0000,0.2237,12.5988
5.5169,1,BASELINE,193.4418,12220.2753,4,100.0000,0.2596,14.0481
5.5269,1,BASELINE,193.6295,12232.2904,4,89.8958,0.3521,7.4906
5.5369,1,BASELINE,193.8173,12244.3054,4,100.0000,0.4344,11.8649
5.5469,1,BASELINE,194.0050,12256.3204,4,99.6898,0.1562,8.5314
5.5569,1,BASELINE,194.1927,12268.3354,4,92.3079,0.3038,10.2843
5.5670,1,BASELINE,194.3805,12280.3504,4,100.0000,0.2636,8.4809
5.5770,1,BASELINE,194.5682,12292.3655,4,100.0000,0.3624,12.0282
5.5870,1,BASELINE,194.7559,12304.3805,4,99.7535,0.1549,13.1462
5.5970,1,BASELINE,194.9437,12316.3955,4,94.2269,0.2655,8.3191
5.6070,1,BASELINE,195.1314,12328.4105,4,100.0000,0.3424,10.7347
5.6170,1,BASELINE,195.3191,12340.4255,4,100.0000,0.1905,11.4967
5.6270,1,BASELINE,195.5069,12352.4406,4,99.3520,0.1630,10.3843
5.6370,1,BASELINE,195.6946,12364.4556,4,100.0000,0.1631,9.6198
5.6471,1,BASELINE,195.8824,12376.4706,4,92.1166,0.3077,9.9037
5.6571,1,BASELINE,196.0701,12388.4856,4,100.0000,0.4025,11.8046
5.6671,1,BASELINE,196.2578,12400.5006,4,100.0000,0.2010,10.3104
5.6771,1,BASELINE,196.4456,12412.5156,4,100.0000,0.4075,11.3684
5.6871,1,BASELINE,196.6333,12424.5307,4,91.0173,0.3297,10.1564
5.6971,1,BASELINE,196.8210,12436.5457,4,100.0000,0.1869,10.9122
5.7071,1,BASELINE,197.0088,12448.5607,4,91.0894,0.3282,8.6756
5.7171,1,BASELINE,197.1965,12460.5757,4,100.0000,0.1605,13.2925
5.7272,1,BASELINE,197.3842,12472.5907,4,99.2892,0.1642,10.4344
5.7372,1,BASELINE,197.5720,12484.6058,4,100.0000,0.1676,8.5796
5.7472,1,BASELINE,197.7597,12496.6208,4,100.0000,0.1933,8.3327
5.7572,1,BASELINE,197.9474,12508.6358,4,100.0000,0.3200,11.4047
5.7672,1,BASELINE,198.1352,12520.6508,4,100.0000,0.2673,9.9506
5.7772,1,BASELINE,198.3229,12532.6658,4,100.0000,0.3550,11.2009
5.7872,1,BASELINE,198.5106,12544.6809,4,100.0000,0.2820,10.9337
5.7972,1,BASELINE,198.6984,12556.6959,4,100.0000,0.3294,8.4860
5.8073,1,BASELINE,198.8861,12568.7109,4,91.7305,0.3154,12.3345
5.8173,1,BASELINE,199.0738,12580.7259,4,100.0000,0.3010,8.6073
5.8273,1,BASELINE,199.2616,12592.7409,4,89.6185,0.3576,10.9337
5.8373,1,BASELINE,199.4493,12604.7559,4,100.0000,0.1686,9.1014
5.8473,1,BASELINE,199.6370,12616.7710,4,100.0000,0.2403,7.7949
5.8573,1,BASELINE,199.8248,12628.7860,4,100.0000,0.1788,13.4710
5.8673,1,BASELINE,200.0125,12640.8010,4,100.0000,0.3442,9.9455
5.8773,1,BASELINE,200.2003,12652.8160,4,94.6399,0.2572,10.2904
5.8874,1,BASELINE,200.3880,12664.8310,4,95.0045,0.2499,8.4516
5.8974,1,BASELINE,200.5757,12676.8461,4,97.7603,0.1948,9.0138
5.9074,1,BASELINE,200.7635,12688.8611,4,98.3742,0.1825,10.2115
5.9174,1,BASELINE,200.9512,12700.8761,4,86.7745,0.4145,5.6780
5.9274,1,BASELINE,201.1389,12712.8911,4,100.0000,0.2800,10.2551
5.9374,1,BASELINE,201.3267,12724.9061,4,84.9223,0.4516,14.7366
5.9474,1,BASELINE,201.5144,12736.9212,4,95.6785,0.2364,9.6371
5.9574,1,BASELINE,201.7021,12748.9362,4,100.0000,0.3676,6.4772
5.9675,1,BASELINE,201.8899,12760.9512,4,100.0000,0.1545,9.1598
5.9775,1,BASELINE,202.0776,12772.9662,4,100.0000,0.2622,12.7009
5.9875,1,BASELINE,202.2653,12784.9812,4,97.2325,0.2053,12.3410
5.9975,1,BASELINE,202.4531,12796.9962,4,99.3411,0.1632,8.9336
6.0075,1,BASELINE,202.6408,12809.0113,4,100.0000,0.2964,7.0074
6.0175,1,BASELINE,202.8285,12821.0263,4,98.9253,0.1715,13.2365
6.0275,1,BASELINE,203.0163,12833.0413,4,100.0000,0.2205,5.8466
6.0375,1,BASELINE,203.2040,12845.0563,4,100.0000,0.1855,11.2639
6.0476,1,BASELINE,203.3917,12857.0713,4,91.1410,0.3272,11.3788
6.0576,1,BASELINE,203.5795,12869.0864,4,100.0000,0.2279,12.2551
6.0676,1,BASELINE,203.7672,12881.1014,4,100.0000,0.1693,11.0669
6.0776,1,BASELINE,203.9549,12893.1164,4,100.0000,0.4730,9.3156
6.0876,1,BASELINE,204.1427,12905.1314,4,90.7769,0.3345,10.4250
6.0976,1,BASELINE,204.3304,12917.1464,4,97.2668,0.2047,8.8893
6.1076,1,BASELINE,204.5181,12929.1615,4,87.2836,0.4043,9.5748
6.1176,1,BASELINE,204.7059,12941.1765,4,91.3900,0.3222,10.6264
6.1277,1,BASELINE,204.8936,12953.1915,4,86.6696,0.4166,7.4440
6.1377,1,BASELINE,205.0814,12965.2065,4,100.0000,0.3131,7.9195
6.1477,1,BASELINE,205.2691,12977.2215,4,100.0000,0.3246,9.3599
6.1577,1,BASELINE,205.4568,12989.2365,4,100.0000,0.2213,6.4060
6.1677,1,BASELINE,205.6446,13001.2516,4,100.0000,0.1639,12.7553
6.1777,1,BASELINE,205.8323,13013.2666,4,92.3076,0.3038,8.5465
6.1877,1,BASELINE,206.0200,13025.2816,4,100.0000,0.2143,10.5205
6.1977,1,BASELINE,206.2078,13037.2966,4,89.4772,0.3605,11.5217
6.2078,1,BASELINE,206.3955,13049.3116,4,100.0000,0.2559,10.9394
6.2178,1,BASELINE,206.5832,13061.3267,4,87.6573,0.3969,9.5837
6.2278,1,BASELINE,206.7710,13073.3417,4,81.7021,0.5160,12.2730
6.2378,1,BASELINE,206.9587,13085.3567,4,100.0000,0.7702,12.3052
6.2478,1,BASELINE,207.1464,13097.3717,4,100.0000,0.2486,9.5895
6.2578,1,BASELINE,207.3342,13109.3867,4,100.0000,0.5639,7.1076
6.2678,1,BASELINE,207.5219,13121.4018,4,100.0000,0.4733,10.0542
6.2778,1,BASELINE,207.7096,13133.4168,4,95.2393,0.2452,11.7800
6.2879,1,BASELINE,207.8974,13145.4318,4,74.4001,0.6620,8.6846
6.2979,1,BASELINE,208.0851,13157.4468,4,92.6154,0.2977,11.3314
6.3079,1,BASELINE,208.2728,13169.4618,4,93.2356,0.2853,9.8436
6.3179,1,BASELINE,208.4606,13181.4768,4,100.0000,0.4801,11.1140
6.3279,1,BASELINE,208.6483,13193.4919,4,100.0000,0.3414,10.4178
6.3379,1,BASELINE,208.8360,13205.5069,4,100.0000,0.2216,13.6565
6.3479,1,BASELINE,209.0238,13217.5219,4,85.9460,0.4311,11.6133
6.3579,1,BASELINE,209.2115,13229.5369,4,93.1011,0.2880,6.6604
6.3680,1,BASELINE,209.3992,13241.5519,4,95.4603,0.2408,6.4986
6.3780,1,BASELINE,209.5870,13253.5670,4,100.0000,0.2770,9.7927
6.3880,1,BASELINE,209.7747,13265.5820,4,97.6698,0.1966,12.0158
6.3980,1,BASELINE,209.9625,13277.5970,4,100.0000,0.2795,11.1675
6.4080,1,BASELINE,210.1502,13289.6120,4,91.6340,0.3173,9.2426
6.4180,1,BASELINE,210.3379,13301.6270,4,74.1651,0.6667,10.7747
6.4280,1,BASELINE,210.5257,13313.6421,4,78.2786,0.5844,7.7139
6.4380,1,BASELINE,210.7134,13325.6571,4,89.6688,0.3566,11.2757
6.4481,1,BASELINE,210.9011,13337.6721,4,100.0000,0.2124,8.9683
6.4581,1,BASELINE,211.0889,13349.6871,4,90.3438,0.3431,7.3937
6.4681,1,BASELINE,211.2766,13361.7021,4,89.8715,0.3526,12.5816
6.4781,1,BASELINE,211.4643,13373.7171,4,100.0000,0.2716,12.7629
6.4881,1,BASELINE,211.6521,13385.7322,4,100.0000,0.2346,10.6146
6.4981,1,BASELINE,211.8398,13397.7472,4,97.8873,0.1923,10.5050
6.5081,1,BASELINE,212.0275,13409.7622,4,95.9362,0.2313,10.3368
6.5181,1,BASELINE,212.2153,13421.7772,4,100.0000,0.2731,7.9996
6.5282,1,BASELINE,212.4030,13433.7922,4,96.1792,0.2264,9.6503
6.5382,1,BASELINE,212.5907,13445.8073,4,100.0000,0.2383,7.0845
6.5482,1,BASELINE,212.7785,13457.8223,4,100.0000,0.3953,13.6484
6.5582,1,BASELINE,212.9662,13469.8373,4,100.0000,0.3785,12.5706
6.5682,1,BASELINE,213.1539,13481.8523,4,88.3224,0.3836,12.5376
6.5782,1,BASELINE,213.3417,13493.8673,4,100.0000,0.2006,13.8336
6.5882,1,BASELINE,213.5294,13505.8824,4,100.0000,0.1634,15.5157
6.5982,1,BASELINE,213.7171,13517.8974,4,100.0000,0.3322,8.7276
6.6083,1,BASELINE,213.9049,13529.9124,4,94.5167,0.2597,12.3718
6.6183,1,BASELINE,214.0926,13541.9274,4,100.0000,0.2036,13.9090
6.6283,1,BASELINE,214.2804,13553.9424,4,91.7133,0.3157,11.6626
6.6383,1,BASELINE,214.4681,13565.9574,4,100.0000,0.2757,7.4936
6.6483,1,BASELINE,214.6558,13577.9725,4,100.0000,0.4613,10.6929
6.6583,1,BASELINE,214.8436,13589.9875,4,99.0881,0.1682,11.1220
6.6683,1,BASELINE,215.0313,13602.0025,4,100.0000,0.2405,6.0723
6.6783,1,BASELINE,215.2190,13614.0175,4,100.0000,0.1991,8.4101
6.6884,1,BASELINE,215.4068,13626.0325,4,96.0177,0.2296,13.3962
6.6984,1,BASELINE,215.5945,13638.0476,4,99.4105,0.1618,9.6196
6.7084,1,BASELINE,215.7822,13650.0626,4,94.1448,0.2671,7.8782
6.7184,1,BASELINE,215.9700,13662.0776,4,91.3081,0.3238,13.0528
6.7284,1,BASELINE,216.1577,13674.0926,4,99.7972,0.1541,9.6826
6.7384,1,BASELINE,216.3454,13686.1076,4,100.0000,0.3872,7.4565
6.7484,1,BASELINE,216.5332,13698.1227,4,92.3318,0.3034,10.7599
6.7584,1,BASELINE,216.7209,13710.1377,4,100.0000,0.3999,11.2088
6.7685,1,BASELINE,216.9086,13722.1527,4,100.0000,0.1589,11.4968
